fileName	sampleID	read	Bacteroidales	Flavobacteriales	Sphingobacteriales	Cytophagales	Clostridiales	Lactobacillales	Bacillales	Erysipelotrichales	Selenomonadales	Verrucomicrobiales	Coriobacteriales	Actinomycetales	Bifidobacteriales	Solirubrobacterales	Nitriliruptorales	Spirochaetales	Fusobacteriales	Campylobacterales	Pasteurellales	Enterobacteriales	Oceanospirillales	Cardiobacteriales	Pseudomonadales	Vibrionales	Xanthomonadales	Alteromonadales	Chromatiales	Aeromonadales	Legionellales	Neisseriales	Burkholderiales	Methylophilales	Desulfovibrionales	Bdellovibrionales	Myxococcales	Desulfobacterales	Sphingomonadales	Rhizobiales	Caulobacterales	Rhodobacterales	Rhodospirillales	Synergistales	Mycoplasmatales	Deinococcales	Thermotogales	Planctomycetales	Victivallales	Desulfurococcales
21_R1.fasta	21	1	11978	0	0	0	8194	1986	2	15	2	2926	118	1	59	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21_R2.fasta	21	2	11802	0	0	0	8203	1940	2	15	2	2919	117	1	48	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22_R1.fasta	22	1	9850	0	0	0	10544	8479	0	967	0	805	17	2	0	0	0	0	0	0	1	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
22_R2.fasta	22	2	9704	0	0	0	10523	8361	0	1194	0	801	18	1	0	0	0	0	0	0	1	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
23_R1.fasta	23	1	14722	0	0	0	6380	6644	0	923	4	1117	60	5	0	0	0	0	9	1	0	373	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23_R2.fasta	23	2	14562	0	0	0	6758	6516	0	1266	4	1111	60	5	0	0	0	0	9	1	0	366	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24_R1.fasta	24	1	13008	0	0	0	8078	999	0	896	1	1977	48	9	0	0	0	0	0	0	1	84	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24_R2.fasta	24	2	12809	0	0	0	8114	975	0	972	1	1972	44	8	0	0	0	0	0	0	1	80	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25_R1.fasta	25	1	10841	0	0	0	7713	478	1	678	0	1055	36	1	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25_R2.fasta	25	2	10704	0	0	0	7730	470	1	766	0	1055	36	1	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26_R1.fasta	26	1	9544	0	0	0	9169	91	0	2360	0	1616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26_R2.fasta	26	2	9414	0	0	0	9157	95	0	2218	0	1611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27_R1.fasta	27	1	8796	0	0	0	12320	4760	99	1199	502	170	27	23	0	0	0	0	5503	339	0	402	2	0	0	3	0	0	0	0	0	44	108	0	19	0	0	0	0	2	1	0	0	5	1	0	0	1	0	0
27_R2.fasta	27	2	8752	0	0	0	12361	4750	98	1179	487	169	26	23	0	0	0	0	5569	324	0	386	1	0	0	3	0	0	0	0	0	44	105	0	18	0	0	0	0	2	1	0	0	5	1	0	0	2	0	0
28_R1.fasta	28	1	975	0	0	0	623	11183	0	273	1	59	2	1	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28_R2.fasta	28	2	959	0	0	0	623	11080	0	292	0	60	2	1	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29_R1.fasta	29	1	13500	7	0	0	10513	1896	1	1698	47	621	24	15	0	0	0	8	137	9	0	450	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
29_R2.fasta	29	2	13362	8	0	0	10506	1856	1	1914	47	614	25	13	0	0	0	8	135	7	0	449	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
2_R1.fasta	2	1	14386	0	0	0	20632	13482	0	2004	0	2	0	1	0	0	0	0	0	0	0	843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2_R2.fasta	2	2	14225	0	0	0	20974	13352	0	1901	0	1	0	1	0	0	0	0	0	0	0	836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30_R1.fasta	30	1	14827	1	0	0	8709	66	0	1317	0	747	21	0	0	0	0	0	0	0	1	56	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30_R2.fasta	30	2	14674	1	0	0	8705	66	0	1360	0	752	21	0	0	0	0	0	0	0	1	57	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31_R1.fasta	31	1	15067	0	0	0	10875	566	0	1934	0	2037	25	0	1	0	0	0	2	0	0	765	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31_R2.fasta	31	2	14941	0	0	0	10883	565	0	2100	0	2038	22	0	1	0	0	0	0	0	0	751	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32_R1.fasta	32	1	10129	0	0	0	6499	31	0	1407	1	1084	6	4	0	0	0	0	1	0	0	92	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32_R2.fasta	32	2	10007	0	0	0	6603	27	0	1440	1	1091	6	3	0	0	0	0	1	0	0	88	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_R1.fasta	33	1	5513	0	0	0	7808	7780	0	637	0	651	50	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_R2.fasta	33	2	5447	0	0	0	7713	7686	0	722	0	655	50	0	0	0	0	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34_R1.fasta	34	1	56	2	0	0	36	10	2	3	0	3	0	7	0	0	0	0	2	3	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34_R2.fasta	34	2	57	2	0	0	36	10	2	6	0	3	0	8	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35_R1.fasta	35	1	10459	0	0	0	7153	7532	0	881	0	1049	35	0	0	0	0	0	0	0	0	667	0	0	0	0	0	0	0	0	0	0	1	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35_R2.fasta	35	2	10371	0	0	0	7155	7482	0	1052	0	1049	36	0	0	0	0	0	0	0	0	656	0	0	0	0	0	0	0	0	0	0	1	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36_R1.fasta	36	1	13736	0	0	0	11033	2805	0	1093	0	1699	29	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36_R2.fasta	36	2	13605	0	0	0	11044	2783	0	1474	0	1696	31	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37_R1.fasta	37	1	10112	0	0	0	8762	8127	0	12	0	4466	58	1	63	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37_R2.fasta	37	2	9995	0	0	0	8798	8050	0	11	0	4458	55	1	51	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38_R1.fasta	38	1	16160	0	0	0	14753	2518	0	75	0	5066	111	4	96	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38_R2.fasta	38	2	15937	0	0	0	14797	2482	0	73	0	5065	109	2	88	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
39_R1.fasta	39	1	6424	0	0	0	12499	801	402	1702	751	7	120	4	1	0	0	0	4553	203	4	13	0	0	1	0	1	0	0	0	0	10	20	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
39_R2.fasta	39	2	6374	0	0	0	12511	788	401	1682	718	6	115	4	1	0	0	0	4556	187	5	13	0	0	1	0	1	0	0	0	0	10	19	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3_R1.fasta	3	1	5480	0	0	0	5193	14301	0	657	0	912	20	0	0	0	0	0	0	0	0	1513	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3_R2.fasta	3	2	5424	0	0	0	5185	14238	0	775	0	911	19	0	0	0	0	0	0	0	0	1481	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40_R1.fasta	40	1	15625	0	0	0	19034	2624	0	2411	0	2358	26	0	0	0	0	0	3	0	2	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40_R2.fasta	40	2	15382	0	0	0	19031	2574	1	2910	0	2350	24	0	0	0	0	0	4	0	2	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41_R1.fasta	41	1	5945	0	0	0	15588	2431	0	965	2	993	14	2	0	0	0	0	14	1	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41_R2.fasta	41	2	5868	0	0	0	15612	2374	0	1228	2	993	13	1	0	0	0	0	14	1	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
42_R1.fasta	42	1	6839	1	0	0	17331	5215	0	1340	2	707	16	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42_R2.fasta	42	2	6771	1	0	0	17471	5123	0	1756	2	704	15	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43_R1.fasta	43	1	10798	0	0	0	26098	5769	0	2083	0	2184	30	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43_R2.fasta	43	2	10667	0	0	0	26230	5672	0	2530	0	2180	28	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44_R1.fasta	44	1	17118	0	0	0	11953	8761	0	1681	2	2359	26	4	0	0	0	0	4	1	0	383	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44_R2.fasta	44	2	16945	0	0	0	11956	8674	0	2004	1	2343	26	4	0	0	0	0	4	1	0	378	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45_R1.fasta	45	1	5369	0	0	0	9958	29090	1	620	0	712	30	1	0	0	0	0	4	1	0	1367	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45_R2.fasta	45	2	5298	0	0	0	10007	28834	1	907	0	715	29	1	0	0	0	0	4	1	0	1356	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46_R1.fasta	46	1	4288	5	0	0	4748	39905	0	1208	0	527	32	6	0	0	0	0	11	1	1	3044	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46_R2.fasta	46	2	4230	5	0	0	4754	39576	0	1287	0	523	33	6	0	0	0	0	11	1	1	2995	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47_R1.fasta	47	1	28750	0	0	0	15959	277	0	3002	0	2041	28	2	0	0	0	0	0	0	2	193	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47_R2.fasta	47	2	28482	0	0	0	15971	278	0	3063	0	2044	27	2	0	0	0	0	0	0	2	187	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48_R1.fasta	48	1	37325	0	0	0	16472	595	0	3036	0	1989	23	1	0	0	0	0	2	0	1	447	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
48_R2.fasta	48	2	36932	0	0	0	16462	595	0	3103	0	1994	23	1	0	0	0	0	2	0	1	438	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
49_R1.fasta	49	1	26685	0	0	0	15953	809	1	2572	0	2631	21	3	0	0	0	0	0	0	1	166	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49_R2.fasta	49	2	26488	0	0	0	15981	798	1	2795	0	2629	21	3	0	0	0	0	0	0	1	162	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4_R1.fasta	4	1	12539	0	0	0	11921	11010	1	48	0	6344	51	2	67	0	0	0	4	1	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4_R2.fasta	4	2	12280	0	0	0	11903	10827	1	50	0	6362	52	2	57	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50_R1.fasta	50	1	16396	0	0	0	7428	713	0	2236	0	852	15	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50_R2.fasta	50	2	16218	0	0	0	7507	705	0	2250	0	848	17	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51_R1.fasta	51	1	1	1	0	0	4	1	0	0	6	0	0	5	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51_R2.fasta	51	2	1	1	0	0	2	1	0	0	6	0	0	5	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52_R1.fasta	52	1	337	0	0	0	4485	10049	0	127	0	13	0	0	0	0	0	0	0	0	0	658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52_R2.fasta	52	2	335	0	0	0	4501	10000	0	123	0	13	0	0	0	0	0	0	0	0	0	641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53_R1.fasta	53	1	28694	0	0	0	23124	13560	3	136	0	19339	208	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53_R2.fasta	53	2	28274	0	0	0	23183	13401	3	127	0	19458	197	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54_R1.fasta	54	1	15396	0	0	0	10623	12848	0	1668	0	634	5	0	0	0	0	0	0	0	0	1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54_R2.fasta	54	2	15213	0	0	0	10647	12799	0	1970	0	629	5	0	0	0	0	0	0	0	0	1146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55_R1.fasta	55	1	21523	0	0	0	23598	28485	0	2268	0	5488	78	1	0	0	0	0	5	0	0	1123	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
55_R2.fasta	55	2	21236	0	0	0	23588	28177	0	2813	1	5465	79	2	0	0	0	0	5	0	0	1091	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
56_R1.fasta	56	1	24735	0	0	0	19252	172	1	1626	0	2829	100	0	0	0	0	0	1	0	5	103	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
56_R2.fasta	56	2	24455	0	0	0	19270	176	1	2211	0	2829	100	0	0	0	0	0	0	0	5	100	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
57_R1.fasta	57	1	27160	0	0	0	23904	856	4	1954	0	2031	184	2	0	0	0	0	0	0	1	211	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57_R2.fasta	57	2	26819	0	0	0	23937	842	4	2490	0	2045	180	2	0	0	0	0	0	0	1	208	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58_R1.fasta	58	1	13214	0	0	0	29797	2778	0	3438	1	3395	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58_R2.fasta	58	2	12948	0	0	0	30193	2760	0	3486	0	3400	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59_R1.fasta	59	1	9592	0	0	0	22282	2404	0	2406	0	2099	18	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59_R2.fasta	59	2	9427	0	0	0	22686	2347	0	2375	0	2101	18	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5_R1.fasta	5	1	13771	1	0	0	7996	4025	5	54	0	6527	75	1	76	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5_R2.fasta	5	2	13594	0	0	0	8009	3966	6	53	0	6527	74	1	61	0	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60_R1.fasta	60	1	2676	0	0	0	26678	2199	0	4791	0	5799	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
60_R2.fasta	60	2	2648	0	0	0	26678	2228	0	4992	0	5833	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
61_R1.fasta	61	1	23576	1	0	0	17524	10942	0	2563	7	4195	40	2	0	0	0	0	5	1	0	547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61_R2.fasta	61	2	23326	1	0	0	17526	10849	0	2978	7	4186	41	2	0	0	0	0	5	1	0	538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62_R1.fasta	62	1	20343	1	0	0	10854	5767	1	1763	1	2873	34	4	0	0	0	0	2	0	0	357	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62_R2.fasta	62	2	20161	1	0	0	10855	5720	1	1998	1	2874	33	1	0	0	0	0	3	0	0	353	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63_R1.fasta	63	1	19523	1	0	0	16667	24272	0	2378	1	3376	15	0	27	0	0	0	5	0	0	835	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63_R2.fasta	63	2	19350	1	0	0	16698	24031	0	2702	1	3363	15	0	24	0	0	0	5	0	0	823	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64_R1.fasta	64	1	19967	1	0	0	18341	8126	0	1902	0	3634	30	0	4	0	0	0	7	0	8	1035	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64_R2.fasta	64	2	19757	1	0	0	18328	8086	0	2281	0	3637	31	0	3	0	0	0	7	0	6	1013	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65_R1.fasta	65	1	25573	1	0	0	20666	5450	0	2291	0	4463	28	1	9	0	0	1	3	2	1	478	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65_R2.fasta	65	2	25284	1	0	0	20641	5405	0	2498	0	4496	29	1	8	0	0	1	4	2	1	466	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66_R1.fasta	66	1	36097	0	0	0	32595	1586	0	3220	0	5465	152	0	6	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66_R2.fasta	66	2	35652	0	0	0	32185	1570	0	3507	0	5484	157	0	6	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67_R1.fasta	67	1	31019	0	0	0	32071	6661	0	2380	0	1504	245	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
67_R2.fasta	67	2	30622	0	0	0	31729	6588	0	2740	0	1512	251	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68_R1.fasta	68	1	1	2	0	0	0	1	0	0	3	0	0	2	0	0	0	1	7	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68_R2.fasta	68	2	1	2	0	0	0	1	0	0	3	0	0	2	0	0	0	1	7	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69_R1.fasta	69	1	3	2	0	0	4	13	0	0	0	0	0	4	0	0	0	0	2	0	0	62684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69_R2.fasta	69	2	2	2	0	0	2	12	0	0	0	0	0	3	0	0	0	0	1	0	0	61925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6_R1.fasta	6	1	15991	0	0	0	15603	9057	1	1791	3	1565	27	0	0	0	0	0	1	0	0	587	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6_R2.fasta	6	2	15762	0	0	0	15610	8893	1	2194	3	1562	27	0	0	0	0	0	1	0	0	577	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70_R1.fasta	70	1	2	0	0	0	0	7	0	0	2	2	0	3	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70_R2.fasta	70	2	2	0	0	0	0	7	0	0	2	2	0	2	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71_R1.fasta	71	1	12711	0	0	0	7232	9965	0	1972	0	1308	39	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71_R2.fasta	71	2	12551	0	0	0	7268	9848	0	2150	0	1304	41	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72_R1.fasta	72	1	10102	0	0	0	10763	11555	0	1329	0	449	39	0	0	0	0	0	0	0	0	1707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72_R2.fasta	72	2	9981	0	0	0	10730	11513	0	1212	0	448	40	0	0	0	0	0	0	0	0	1677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73_R1.fasta	73	1	23304	0	0	0	9546	6267	9	24	0	6789	363	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73_R2.fasta	73	2	23024	0	0	0	9590	6181	9	24	0	6787	358	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74_R1.fasta	74	1	9443	0	0	0	7250	8162	0	1262	1	540	15	7	0	0	0	0	1	0	1	442	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74_R2.fasta	74	2	9313	0	0	0	7261	8079	0	1403	1	540	14	7	0	0	0	0	1	0	1	432	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75_R1.fasta	75	1	10293	0	0	0	14850	10309	1	2615	0	1611	23	2	0	0	0	0	0	0	4	504	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75_R2.fasta	75	2	10137	0	0	0	14892	10160	0	2905	0	1599	23	1	0	0	0	0	1	0	4	484	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
